ret_diff,ret_diff_3v,rsi_diff,macd_diff,macd_signal_diff,rolling_corr,volatility_ratio,target
0.003113193450893887,-0.16663649352649787,-63.49346428571483,322.1262742029085,407.0107731779383,0.9736853577375225,47.14385562087742,0
0.006558510935523301,0.005858635415969685,-77.72893571428514,287.0106994898855,383.0107360047682,0.4146778197456414,29.485978562768842,0
0.0449346269767588,0.05460633136317598,-48.05064999999962,268.2981162414022,360.06819534618865,0.09617689197185318,33.327988253930535,0
-0.04811478744095884,0.0033783504713232604,21.12811428571441,241.27157059416058,336.308852423774,-0.3923607944489831,13.150944455877212,0
0.0053374769115434725,0.00215731644734343,-28.75396428571466,226.25667814234654,314.2984015597214,-0.4184221807420051,14.421781972765384,0
0.016512465362107365,-0.026264845167308,57.34831428571374,292.29247007508974,309.8972023983219,-0.2979815223444039,7.156571086466634,1
-0.08949176770174466,-0.06764182542809383,30.77534999999975,288.55938381714265,305.6296239970278,-0.6735691118210594,7.869927390165671,0
-0.0803382052045644,-0.1533175075442017,27.91968571428671,267.40188314489484,297.9840590532822,-0.826110972114835,6.706994215465083,0
0.032434784799163556,-0.13739518810714552,-100.52248571428571,154.4511443858592,269.27746227938246,-0.0260736858627004,6.587054277198137,0
-0.001168615849528706,-0.049072036254929556,-146.84889999999967,34.781106255157994,222.37818038454535,0.03911373301794062,6.683971659092466,0
0.009192355951093741,0.04045852490072859,-97.48122857142836,-24.795473860803515,172.94344169795409,0.18336660974422114,9.161012053642876,1
-0.039527778936241646,-0.03150403883467661,-94.20368571428601,-93.81805504137013,119.59113611052229,0.4300873864352434,7.868902589296859,1
0.023893914183281354,-0.006441508801866551,-86.24870714285784,-132.48022787095977,69.17685891267136,0.3793671803790097,4.686843976600346,1
-0.010670572105886001,-0.026304436858846293,-112.64534285714274,-210.8208610802449,13.17731183312079,-0.4502417076836725,4.871086882394156,0
0.003261030456973498,0.016484372534368852,-103.44476428571433,-282.56508768334305,-45.971170127366356,-0.49262711481208127,5.135196167303533,0
0.003821522631674265,-0.003588019017238238,-124.34477857142902,-340.613649978358,-104.89966740590431,-0.5553069529376758,7.1228874634975305,0
0.0009274037616409231,0.008009956850288685,-131.50467142857204,-378.1368649674603,-159.5471077253129,-0.7347961035939754,3.163913377454632,0
-0.008112075274936658,-0.003363148881621471,-135.11849285714345,-416.570888120561,-210.95186431491615,-0.4828089401498597,1.9342214397070872,0
-0.010272569901177708,-0.017457241414473443,-106.4877571428573,-401.0513219476103,-248.97175620949434,0.7749406821886758,2.9882904280677858,0
0.006866420624511695,-0.011518224551602674,-180.22702142857096,-386.2963624494801,-276.4366776854002,0.6965676146429244,3.3760162465232773,0
-0.034841578942144784,-0.0382477282188108,-92.75992857142877,-324.7902561896153,-286.1073936161803,0.8062132103739279,5.450345716802938,0
0.017368944359645092,-0.010606213957987998,-60.72843571428655,-252.07244498637579,-279.3004040537716,0.6086165866874576,6.508366388994298,0
-0.06033180250066594,-0.07780443708316563,66.37983571428559,-143.5980143183435,-252.15992631450104,0.8135983411611346,12.275575005177695,1
-0.025041979938038236,-0.06800483807905908,91.75237857142882,-58.053871441747624,-213.33871555973735,0.7031252332121688,10.681438821950863,0
-0.03076578379458715,-0.11613956623329133,69.83223571428555,19.7273194254376,-166.7255087805155,0.5366447356427917,10.452017986038264,0
0.023201864332982585,-0.0326058993996428,67.33639999999984,55.02615238245499,-122.37517671132723,0.7394785989556321,10.568528663835009,1
0.0019196327706053448,-0.0056442866909992145,62.089921428571756,90.54186375334069,-79.79176873301279,0.9111360960755815,10.101871786723056,0
0.00935112725798013,0.03447262436156807,122.94850714285711,135.74362341254798,-36.68469037658892,0.4876951628739542,10.887998868108928,1
-0.00888113731156354,0.002389622717021941,141.86897857142915,177.97301186754157,6.2468500253671575,0.6248666146728694,9.769087793275512,0
0.0037392965961078957,0.004209286542524492,128.22905714285727,188.7385415955012,42.74518831346191,0.6657541228947775,5.217565621743911,0
-0.022474050825745315,-0.027615891541200952,140.12395000000035,212.3813588682765,76.67242240635714,0.44658402973135697,6.5282890353362415,1
-0.003965833935090023,-0.022700588164727434,142.00353571428587,217.23900076220315,104.78573806607345,0.4647988407139195,5.7752124326717595,0
-0.01607517382503473,-0.04251505858587006,151.0211214285716,269.5245180049606,137.73349404440972,0.8740488951053282,3.6358576315381104,1
-0.0068996710969573705,-0.026940678857082116,129.01257142857156,280.8635000071283,166.35949523016563,0.8567025875985513,3.2487989553261705,0
-0.0033264027196422503,-0.026301247641634346,68.80960000000083,264.85494027361534,186.05858423478793,0.8852715018429519,2.809444602550954,0
0.009117106523446593,-0.0011089672931530216,74.17822857142929,276.11805613616065,204.07047861368432,0.5508019881832859,2.416650790995082,0
-0.0002151242473044969,0.005575579556499852,-14.84702857142878,231.0005386943918,209.45649063059352,0.6559073142653319,2.1623698698078164,0
0.0050213155143210685,0.01392329779046317,-29.84289285714315,175.19258849933846,202.6037102066057,-0.13873867502514067,1.2922046688842381,1
-0.009933321655599445,-0.005127130388582866,-33.41372142857134,135.581754373272,189.19931904236418,0.2998174682039057,1.9643156980320793,0
0.009288236167699592,0.004376230026421223,-24.708228571428528,87.30891730111505,168.82123869685412,0.3469779875031524,2.2443555156566766,0
-0.013045089828506577,-0.013690175316406423,-42.50039285714294,37.1099091592944,142.4789727917147,0.5777923840401342,4.019141130056372,0
0.003504019454660742,-0.0002528342061462359,-43.157178571428815,15.031678453011663,116.98951392603134,0.36137253180798357,5.175520678874099,0
0.006283953940048022,-0.003257116433797806,-50.58690714285731,-2.3731525037060655,93.11698064193536,0.1685818754077436,5.836957643181334,0
0.004795438421306559,0.01458341181601533,-75.38164285714231,-63.965346901335295,61.70051513501642,0.3757709196804221,3.020920204532586,0
-0.01518107737647062,-0.0041016850151160324,-63.78484285714294,-81.18185393607742,33.12404132210812,0.6471061693139712,3.216666155961209,0
-0.004539182177080181,-0.014924821132244236,-48.95071428571383,-88.42416595136291,8.814399868375512,0.7929571695971603,3.0300741523074275,0
-0.02126080054263479,-0.04098106009618559,-105.36336428571374,-105.13751141032736,-13.975982386768854,0.6353691303094919,3.8117951356283855,0
0.007656651457751526,-0.018143331261963443,-89.42908571428572,-125.7922755110156,-36.33924101117833,0.6782857814066814,3.9757587335135227,0
-0.03399500252242068,-0.04759915160730394,-64.85675000000046,-134.79028803195396,-56.02945041513713,0.3252113609536702,7.613693600287814,1
0.04235896836879035,0.016020617304121198,-105.7538000000002,-159.1544246746859,-76.65444526681169,0.7132008829652635,21.549050720567177,0
-0.007272711709705505,0.0010912541366641668,-53.77822857142787,-169.17786221539728,-95.15912865631938,0.7111665795409907,20.681452296338435,0
-0.014784167434115357,0.02030208922496949,-28.542449999999832,-164.7464556146956,-109.07659404784849,0.9027654775941257,18.63729481263906,0
-0.0024599152742290843,-0.024516794418049947,-17.229235714286254,-140.6525697937849,-115.39178919693562,0.7655299579877525,16.22672319688067,1
0.0061238800483217415,-0.0111202026600227,-12.755192857142399,-130.86967429472273,-118.487366216409,0.8503748128355816,11.903029353149316,0
0.006210847210960655,0.009874811985053314,-38.58099285714252,-161.93955541106206,-127.17780405525664,0.8321722405531231,3.7459607265438755,0
0.01126729541679957,0.02360202267608197,-28.22348571428538,-155.19485112698823,-132.7812134695218,0.46727003869246686,3.204399243945148,0
-0.001812686833822969,0.015665455793937258,-80.73137857142828,-206.71899837651475,-147.56877045084443,0.44924569006223253,1.2702058188416296,0
-0.01079033182742856,-0.0013357232444519557,-99.7171500000003,-313.91760000834176,-180.8385363622797,-0.48124352478727167,0.9627205763460036,0
-0.005551845001693334,-0.01815486366294486,-103.06082142857117,-367.75141463526995,-218.22111201682975,0.24212282434569607,1.345989655338619,0
-0.008060792284160083,-0.024402969113281974,-89.79827142857167,-385.6050146310454,-251.69789253964072,0.31990272479256543,1.309384048745412,0
0.025372352482194965,0.011759715196341551,-25.841814285714495,-335.8182271117519,-268.5219594540357,-0.15617541453168335,1.6093659343115536,1
