timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base,taker_buy_quote,timestamp_dt
1609545600000,0.020724,0.020772,0.018761,0.019256,476573389.0,1609631999999,9369405.746093,43856,223154104.0,4388529.623456,2021-01-02
1609632000000,0.019311,0.021175,0.018172,0.019518,788179081.0,1609718399999,15283708.358777,62367,374280446.0,7254767.746965,2021-01-03
1609718400000,0.019617,0.02089,0.016958,0.018871,497715412.0,1609804799999,9461658.859759,46816,239848392.0,4560016.021725,2021-01-04
1609804800000,0.018888,0.021397,0.018405,0.020074,519796414.0,1609891199999,10316272.12764,53258,278759291.0,5532116.67715,2021-01-05
1609891200000,0.02003,0.022791,0.01953,0.021122,579908555.0,1609977599999,12178714.544804,56337,296860567.0,6237309.582791,2021-01-06
1609977600000,0.021123,0.021594,0.018769,0.019877,424316694.0,1610063999999,8688023.948448,41712,216130018.0,4426506.843314,2021-01-07
1610064000000,0.019925,0.020169,0.0175,0.019261,349517816.0,1610150399999,6693500.40404,32473,168265783.0,3228178.428976,2021-01-08
1610150400000,0.019312,0.020969,0.018668,0.020113,279825403.0,1610236799999,5538986.292327,30443,138790379.0,2751448.784553,2021-01-09
1610236800000,0.020119,0.021135,0.017894,0.019286,343142523.0,1610323199999,6769773.445285,32733,178975779.0,3534991.205786,2021-01-10
1610323200000,0.019286,0.019377,0.015403,0.01768,350037889.0,1610409599999,6078606.744135,32878,165771186.0,2874047.578712,2021-01-11
1610409600000,0.017702,0.0186,0.016601,0.017453,184446606.0,1610495999999,3255831.385804,20283,88283211.0,1558849.71508,2021-01-12
1610496000000,0.017387,0.021,0.01684,0.020334,292631500.0,1610582399999,5633442.215556,28195,151879359.0,2925113.322901,2021-01-13
1610582400000,0.020322,0.021799,0.018505,0.019685,731854877.0,1610668799999,14664348.693225,73530,378200970.0,7609787.703262,2021-01-14
1610668800000,0.019717,0.020165,0.017904,0.019154,255609863.0,1610755199999,4920769.979441,25477,121754284.0,2344400.8142,2021-01-15
1610755200000,0.019154,0.020365,0.019021,0.019739,304116781.0,1610841599999,6012136.987065,30744,165151752.0,3267411.21678,2021-01-16
1610841600000,0.019748,0.0201,0.018293,0.019527,210038966.0,1610927999999,4024822.326101,21631,109472581.0,2102451.833308,2021-01-17
1610928000000,0.019557,0.021245,0.018891,0.020533,416138109.0,1611014399999,8477911.302641,37144,220724595.0,4502940.155904,2021-01-18
1611014400000,0.020558,0.0234,0.020143,0.022655,655752085.0,1611100799999,14210618.22188,69475,347386160.0,7522714.371277,2021-01-19
1611100800000,0.022626,0.023892,0.020468,0.022434,492602483.0,1611187199999,10805577.383635,54159,242360151.0,5328401.273488,2021-01-20
1611187200000,0.022434,0.022673,0.0186,0.018853,394924383.0,1611273599999,8152730.943356,45591,188935408.0,3899547.395132,2021-01-21
1611273600000,0.018876,0.020421,0.017023,0.019733,332006109.0,1611359999999,6343106.350628,38944,159944857.0,3060803.573088,2021-01-22
1611360000000,0.019733,0.02061,0.019208,0.019796,229543116.0,1611446399999,4559766.507922,27889,117605083.0,2338042.673091,2021-01-23
1611446400000,0.019752,0.020398,0.019208,0.019892,160416209.0,1611532799999,3196959.160265,21130,81224661.0,1620087.320266,2021-01-24
1611532800000,0.019892,0.021134,0.018662,0.018814,266710627.0,1611619199999,5344007.760739,31880,124955026.0,2515195.454136,2021-01-25
1611619200000,0.018807,0.020651,0.0183,0.020651,325541781.0,1611705599999,6394162.225934,33526,149309585.0,2936851.883144,2021-01-26
1611705600000,0.020651,0.020939,0.018555,0.018958,299162781.0,1611791999999,5889119.180321,35918,144567145.0,2848898.137952,2021-01-27
1611792000000,0.018958,0.02055,0.018531,0.020092,277842079.0,1611878399999,5515616.731947,32019,136172119.0,2705895.349573,2021-01-28
1611878400000,0.020091,0.02088,0.01948,0.019944,416718269.0,1611964799999,8385013.168907,44902,196938580.0,3968252.892367,2021-01-29
1611964800000,0.019948,0.023142,0.019429,0.021248,572021641.0,1612051199999,12166346.760009,54672,294250712.0,6264723.012883,2021-01-30
1612051200000,0.021263,0.022447,0.020201,0.021611,438264158.0,1612137599999,9405549.568566,50035,216698067.0,4655021.117107,2021-01-31
1612137600000,0.021612,0.023568,0.020852,0.022402,786624404.0,1612223999999,17735797.07299,80622,419094843.0,9466068.551157,2021-02-01
1612224000000,0.0224,0.023456,0.021925,0.022636,345614889.0,1612310399999,7858711.485596,40449,171829484.0,3908704.116991,2021-02-02
1612310400000,0.022632,0.025,0.02246,0.024063,429400980.0,1612396799999,10051262.843527,48093,222792898.0,5219796.705027,2021-02-03
1612396800000,0.024063,0.024652,0.021601,0.023165,623307682.0,1612483199999,14546116.44719,68933,301114028.0,7039102.756628,2021-02-04
1612483200000,0.023199,0.025814,0.023002,0.025532,462815184.0,1612569599999,11345506.908203,58463,237719296.0,5830308.763638,2021-02-05
1612569600000,0.025531,0.02595,0.021877,0.02361,477825183.0,1612655999999,11430617.822082,59059,227187105.0,5447329.84986,2021-02-06
1612656000000,0.02361,0.024093,0.021392,0.022919,349519695.0,1612742399999,7990784.642145,47453,164732412.0,3765739.138066,2021-02-07
1612742400000,0.022918,0.02478,0.021732,0.02439,578061793.0,1612828799999,13592070.33975,58968,281025557.0,6613200.279695,2021-02-08
1612828800000,0.0244,0.027891,0.024162,0.026784,670928631.0,1612915199999,17636892.685084,77137,339253734.0,8923058.936381,2021-02-09
1612915200000,0.026795,0.031049,0.024246,0.029341,1342243461.0,1613001599999,37961883.616405,141912,694824167.0,19688867.090286,2021-02-10
1613001600000,0.02939,0.032747,0.028256,0.030566,1023458477.0,1613087999999,31430719.660579,107442,524223606.0,16102472.850496,2021-02-11
1613088000000,0.030561,0.03775,0.029595,0.03579,1470295384.0,1613174399999,49845209.666512,142067,753786415.0,25570235.009408,2021-02-12
1613174400000,0.035899,0.037899,0.032642,0.036656,861466338.0,1613260799999,30656756.541099,112311,432542730.0,15412798.214804,2021-02-13
1613260800000,0.036719,0.038582,0.03329,0.034635,514517258.0,1613347199999,18432810.716545,79141,264946947.0,9498124.908578,2021-02-14
1613347200000,0.034658,0.03859,0.027166,0.034437,1053874273.0,1613433599999,36319026.21264,151311,522255390.0,18069002.397685,2021-02-15
1613433600000,0.034492,0.037525,0.032675,0.034804,595406370.0,1613519999999,20974569.840285,84511,286798903.0,10100588.652871,2021-02-16
1613520000000,0.034898,0.0393,0.03301,0.036348,791719888.0,1613606399999,28680571.49434,103087,397350040.0,14400372.488361,2021-02-17
1613606400000,0.036392,0.0399,0.03557,0.039697,602899295.0,1613692799999,22968368.737391,82540,309345709.0,11792443.551903,2021-02-18
1613692800000,0.039698,0.06999,0.039698,0.053391,3552172487.0,1613779199999,201613915.273957,458638,1821603907.0,103414809.56115,2021-02-19
1613779200000,0.053329,0.056675,0.047041,0.050462,848331972.0,1613865599999,44715161.015954,139341,419063156.0,22110938.097539,2021-02-20
1613865600000,0.050462,0.0573,0.04935,0.053562,670950955.0,1613951999999,35989761.541797,102211,340207723.0,18248525.759465,2021-02-21
1613952000000,0.053707,0.0559,0.0392,0.047798,693879525.0,1614038399999,33492433.39107,98264,322318848.0,15575142.792904,2021-02-22
1614038400000,0.047799,0.04922,0.032468,0.042261,823527618.0,1614124799999,33145680.083087,101152,408567556.0,16460598.688586,2021-02-23
1614124800000,0.042258,0.057569,0.038715,0.050878,1849320270.0,1614211199999,93678851.746192,239443,928482909.0,47121223.344954,2021-02-24
1614211200000,0.050878,0.062,0.049251,0.049989,1532306754.0,1614297599999,84989704.029051,199986,768799222.0,42677252.675137,2021-02-25
1614297600000,0.049989,0.0545,0.046512,0.050499,763234611.0,1614383999999,38923548.591385,110345,389734112.0,19887241.27484,2021-02-26
1614384000000,0.050495,0.060795,0.050014,0.052865,747825226.0,1614470399999,40332250.049293,108838,383631843.0,20691271.323641,2021-02-27
1614470400000,0.052778,0.053984,0.046557,0.050737,569840045.0,1614556799999,28370968.822653,83300,284591875.0,14177805.506107,2021-02-28
1614556800000,0.050735,0.0564,0.049854,0.056378,532918658.0,1614643199999,28660923.561358,83537,277864652.0,14949137.484774,2021-03-01
1614643200000,0.056305,0.0696,0.053414,0.06498,1730263934.0,1614729599999,109320719.436448,279839,886276702.0,55989412.856407,2021-03-02
1614729600000,0.06486,0.093,0.063771,0.08526,2760259821.0,1614815999999,214837030.870559,451286,1367949311.0,106175259.675299,2021-03-03
1614816000000,0.085376,0.155004,0.081741,0.11825,6089383545.0,1614902399999,719614047.039506,1169226,3042409546.0,359862490.332052,2021-03-04
1614902400000,0.118249,0.1392,0.107181,0.110588,2805032794.0,1614988799999,334055442.444333,580809,1388998181.0,165630640.813533,2021-03-05
1614988800000,0.110577,0.118635,0.100405,0.11302,1579349524.0,1615075199999,172576765.595682,335235,784269810.0,85784913.140324,2021-03-06
1615075200000,0.112958,0.142732,0.1129,0.12826,2395192461.0,1615161599999,313629994.819007,547125,1204804576.0,157727533.447496,2021-03-07
1615161600000,0.128357,0.244,0.12817,0.219242,5489544243.0,1615247999999,1011667226.895751,1361817,2793133010.0,513973149.162887,2021-03-08
1615248000000,0.218957,0.317,0.218957,0.266967,5536031488.0,1615334399999,1496842892.444802,2028143,2797798751.0,756170165.450476,2021-03-09
1615334400000,0.26672,0.28,0.235,0.248614,2071644281.0,1615420799999,527884039.75627,847492,1023710004.0,261097625.368043,2021-03-10
1615420800000,0.248785,0.43,0.2451,0.35769,3202256719.0,1615507199999,1034451891.8793306,1483094,1651614510.5,533185283.4760095,2021-03-11
1615507200000,0.35769,0.9449,0.35534,0.72771,5376186539.7,1615593599999,2983336703.00323,3660771,2777114832.0,1542164858.172169,2021-03-12
1615593600000,0.72771,0.88888,0.58118,0.60129,3438397729.2,1615679999999,2552889947.219458,3229299,1709797829.0,1272131946.738671,2021-03-13
1615680000000,0.60129,0.7599,0.567,0.65265,2110090949.5,1615766399999,1386210731.612842,1879675,1056506924.4,695314175.281578,2021-03-14
1615766400000,0.65329,0.68688,0.5858,0.60556,1235015431.8,1615852799999,775327781.73432,1068604,613373142.4,385279333.932699,2021-03-15
1615852800000,0.60562,0.6143,0.47144,0.52002,1589859195.1,1615939199999,861917632.890047,1276167,779011145.6,422614421.859803,2021-03-16
1615939200000,0.52035,0.6161,0.479,0.58013,1700501764.2,1616025599999,942260956.497727,1257866,859490207.3,476892925.282314,2021-03-17
