timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base,taker_buy_quote,timestamp_dt
1609545600000,0.621,0.625,0.564,0.613,29772064.424,1609631999999,17625878.675791,44747,14924702.262,8837554.803146,2021-01-02
1609632000000,0.613,0.696,0.586,0.677,28661097.565,1609718399999,17895552.504394,44517,14740425.446,9228132.387365,2021-01-03
1609718400000,0.678,0.733,0.581,0.676,40921744.89,1609804799999,26978648.423082,63227,19295554.473,12717760.858677,2021-01-04
1609804800000,0.676,0.728,0.623,0.688,33393368.994,1609891199999,22595212.892717,53008,17006147.34,11515433.572084,2021-01-05
1609891200000,0.688,0.785,0.67,0.731,40839013.432,1609977599999,29889046.606536,61787,20708902.048,15168437.191635,2021-01-06
1609977600000,0.732,0.79,0.682,0.716,27988502.221,1610063999999,20520069.153262,50382,13800317.401,10135138.915921,2021-01-07
1610064000000,0.719,0.735,0.62,0.694,28668551.629,1610150399999,19747453.272483,50430,13987081.357,9658506.817906,2021-01-08
1610150400000,0.694,0.8,0.668,0.767,32447813.569,1610236799999,24305763.542334,52787,17272058.6,12945222.273303,2021-01-09
1610236800000,0.767,0.842,0.698,0.754,35361578.818,1610323199999,27468270.496173,63643,17882683.56,13919416.47616,2021-01-10
1610323200000,0.753,0.756,0.531,0.622,38443700.794,1610409599999,24381225.02613,61299,18614989.607,11826560.122407,2021-01-11
1610409600000,0.623,0.673,0.59,0.624,24712083.079,1610495999999,15525169.777726,34796,12211794.582,7680065.89157,2021-01-12
1610496000000,0.624,0.693,0.603,0.687,19267363.236,1610582399999,12620621.198007,37172,9950663.435,6513324.391732,2021-01-13
1610582400000,0.686,0.8,0.662,0.796,23298031.351,1610668799999,16793910.134938,35233,12125096.816,8760649.593473,2021-01-14
1610668800000,0.798,1.198,0.786,1.149,131957441.211,1610755199999,128748370.859699,227167,67370433.004,65810953.325808,2021-01-15
1610755200000,1.147,1.267,1.033,1.108,63947616.714,1610841599999,74348651.777875,141720,31669156.06,36857698.148955,2021-01-16
1610841600000,1.108,1.79,1.053,1.691,103861010.145,1610927999999,154053545.511983,273110,52490341.666,77845154.684076,2021-01-17
1610928000000,1.69,1.783,1.385,1.605,49615890.709,1611014399999,76829157.520094,158902,24607627.609,38135427.486487,2021-01-18
1611014400000,1.605,1.664,1.311,1.331,37056842.986,1611100799999,54561122.103724,114228,17700820.375,26124754.523586,2021-01-19
1611100800000,1.33,1.649,1.257,1.629,75430620.74,1611187199999,108697658.119264,169873,36672827.439,52864326.219933,2021-01-20
1611187200000,1.628,1.93,1.45,1.681,89572244.99,1611273599999,152076685.807902,255140,43597581.41,74175021.470856,2021-01-21
1611273600000,1.679,2.13,1.415,1.963,82197577.261,1611359999999,152467226.419599,260675,40742502.242,75633891.666745,2021-01-22
1611360000000,1.965,2.3,1.911,2.14,53238757.336,1611446399999,115429232.657283,204915,26139581.348,56656439.634226,2021-01-23
1611446400000,2.139,2.35,2.036,2.26,44806191.01,1611532799999,98006256.163074,158073,22462436.243,49201297.245917,2021-01-24
1611532800000,2.26,2.311,1.967,2.005,33849144.974,1611619199999,72813545.748695,123345,15143883.144,32576783.095759,2021-01-25
